synthetic_file,score,synthetic_data_median_DCR,random_data_baseline_median_DCR
No_COPULAGAN_e400.csv,0.24652664138810354,0.0652871575847889,0.2648280008082705
cs_CTGAN_e400.csv,0.244320212811917,0.06387731156441745,0.2614491483502087
cs_CTGAN_e200.csv,0.2221122242770319,0.05857264278480674,0.2637074252687298
dc_CTGAN_e400.csv,0.21279689382471997,0.055762354279197957,0.2620449635187307
cs_COPULAGAN_e500.csv,0.2336528233210803,0.0617893528467445,0.26444941673927475
dc_CTGAN_e100.csv,0.22929128254884842,0.060086202031413134,0.2620518380092026
cs_COPULAGAN_e300.csv,0.23432054012805736,0.06147201612881037,0.26234156039080314
dc_COPULAGAN_e100.csv,0.2389496289050604,0.06337978801262903,0.26524329961529725
No_COPULAGAN_e200.csv,0.21167935084230083,0.05577559257228061,0.26349094680393703
cs_COPULAGAN_e200.csv,0.2162267766345516,0.05647106585747476,0.2611659237418011
cs_CTGAN_e100.csv,0.22680048296377534,0.059198107042863095,0.26101402549622543
dc_COPULAGAN_e300.csv,0.21328844920501325,0.05563280272664607,0.26083364070583925
No_COPULAGAN_e500.csv,0.23079163684263324,0.06143143903889008,0.26617705857676943
dc_CTGAN_e500.csv,0.22111085077188586,0.05863613444305446,0.2651888599693725
cs_COPULAGAN_e100.csv,0.223140507781243,0.05911839294680317,0.2649379690610017
cs_CTGAN_e300.csv,0.22350736428732815,0.05933546968022574,0.2654743384828586
cs_COPULAGAN_e400.csv,0.24310131452407774,0.06464336415152615,0.2659112077533567
dc_CTGAN_e200.csv,0.23146476806904417,0.06035882816707576,0.2607689657074341
No_COPULAGAN_e100.csv,0.21811106113288675,0.05760210030040763,0.2640952733035069
No_COPULAGAN_e300.csv,0.2342822053832776,0.06130850763265999,0.2616865738153753
dc_CTGAN_e300.csv,0.21349760924502634,0.056179331917580205,0.2631379907074485
dc_COPULAGAN_e200.csv,0.2304179574465069,0.06094467472454529,0.26449620246587774
dc_COPULAGAN_e500.csv,0.23317206076983965,0.06142434219724296,0.26342925475052487
cs_CTGAN_e500.csv,0.24596331799988633,0.0645808258839291,0.2625628342026145
dc_COPULAGAN_e400.csv,0.22300423411690584,0.05856088816593297,0.26259989366494946
