synthetic_file,score,synthetic_data_median_DCR,random_data_baseline_median_DCR
imbal_NoneCOPULAGAN_ep500_merged_output.csv,0.23714237543132918,0.06060722424112808,0.2555731514913432
imbal_CSCTGAN_ep200_merged_output.csv,0.3539702059404939,0.09052527233147944,0.255742632606479
imbal_CSCOPULAGAN_ep400_merged_output.csv,0.28134301235282716,0.07182564766479155,0.25529565161091083
imbal_NoneCTGAN_ep300_merged_output.csv,0.39691651365662356,0.1015898577301836,0.25594767220511766
bal_CSCOPULAGAN_ep500_merged_output.csv,0.2640522059424901,0.06742148642933196,0.25533392606466687
bal_DCCOPULAGAN_ep200_merged_output.csv,0.3389737652776722,0.08666633329672377,0.2556726867217307
bal_NoneCOPULAGAN_ep300_merged_output.csv,0.38215557775313547,0.09739254872152867,0.254850522643535
imbal_CSCTGAN_ep300_merged_output.csv,0.39283254852466026,0.100207770984878,0.2550902957538087
imbal_NoneCOPULAGAN_ep200_merged_output.csv,0.38400307848581616,0.09823379494657616,0.25581512349829927
imbal_CSCOPULAGAN_ep200_merged_output.csv,0.3784576062481162,0.09685881874372737,0.2559304322192084
bal_NoneCTGAN_ep300_merged_output.csv,0.44653461994345595,0.11397105584797539,0.2552345344744096
bal_CSCOPULAGAN_ep100_merged_output.csv,0.4532604832544861,0.1159635600898783,0.2558430844384239
imbal_NoneCTGAN_ep500_merged_output.csv,0.24645626739968216,0.0628628204853023,0.2550668365976534
imbal_DCCTGAN_ep300_merged_output.csv,0.32148608680071333,0.08209542164440575,0.2553622847613186
bal_CSCTGAN_ep300_merged_output.csv,0.44134269000660376,0.11291738140591279,0.2558496695713329
imbal_NoneCOPULAGAN_ep300_merged_output.csv,0.3567193146642412,0.0910384494635936,0.2552103172470005
bal_DCCTGAN_ep500_merged_output.csv,0.32032685461789284,0.08179065609425314,0.25533499584921926
imbal_NoneCTGAN_ep400_merged_output.csv,0.3203404809144335,0.08173176188868819,0.2551402859088535
imbal_NoneCOPULAGAN_ep400_merged_output.csv,0.2920473012278252,0.07464956110944737,0.25560777584865774
bal_NoneCOPULAGAN_ep500_merged_output.csv,0.26951498298580484,0.0687922396894139,0.25524458390885507
imbal_DCCTGAN_ep100_merged_output.csv,0.3394276470393299,0.08685727949741029,0.2558933553439918
bal_DCCOPULAGAN_ep400_merged_output.csv,0.3153173508532096,0.08053560756947008,0.255411278039571
bal_CSCOPULAGAN_ep300_merged_output.csv,0.36822402681660843,0.0939344464846141,0.25510135038362813
imbal_CSCOPULAGAN_ep500_merged_output.csv,0.21048739960794424,0.05371370521313945,0.2551872716047948
bal_DCCTGAN_ep300_merged_output.csv,0.3345113176323211,0.08526162531165316,0.2548841274344226
bal_CSCOPULAGAN_ep400_merged_output.csv,0.29826389074427884,0.07631534634632839,0.2558651875555346
imbal_CSCTGAN_ep400_merged_output.csv,0.32072243521121546,0.08176663918328869,0.2549451806495555
imbal_DCCOPULAGAN_ep500_merged_output.csv,0.31605657378878665,0.080746310792458,0.25548056104164096
imbal_CSCOPULAGAN_ep100_merged_output.csv,0.41132062582182366,0.10493284448883794,0.25511204131614074
bal_CSCTGAN_ep200_merged_output.csv,0.3875919774853108,0.09869871810568412,0.25464592622901916
imbal_DCCTGAN_ep500_merged_output.csv,0.30995916743001256,0.07890828674188391,0.2545763927427669
bal_NoneCOPULAGAN_ep400_merged_output.csv,0.3094090433781442,0.07897486000077078,0.25524418788319536
imbal_NoneCTGAN_ep200_merged_output.csv,0.3563014356860472,0.09087716095545452,0.25505695979156917
bal_CSCTGAN_ep400_merged_output.csv,0.3318548467285318,0.0848409170670144,0.2556567062478887
bal_DCCTGAN_ep400_merged_output.csv,0.33359097910434016,0.08534582334148497,0.2558397219572014
bal_DCCOPULAGAN_ep500_merged_output.csv,0.31548592663586866,0.08065872654056032,0.2556650542249258
imbal_DCCTGAN_ep400_merged_output.csv,0.33300021816675796,0.08520858534520862,0.2558814700311648
imbal_CSCOPULAGAN_ep300_merged_output.csv,0.34728021569301937,0.08865517861639627,0.2552842765300618
bal_DCCOPULAGAN_ep100_merged_output.csv,0.3345813586273349,0.08534824006625069,0.2550896452103708
bal_CSCTGAN_ep100_merged_output.csv,0.45153589672051964,0.11562522478244966,0.2560709472319461
bal_NoneCTGAN_ep500_merged_output.csv,0.26915028155824405,0.06873773146114492,0.2553879232939613
imbal_DCCOPULAGAN_ep400_merged_output.csv,0.3113586824963882,0.07969739094805964,0.2559664959687904
imbal_NoneCTGAN_ep100_merged_output.csv,0.42272149684350196,0.10775532329207659,0.2549085487648367
imbal_CSCTGAN_ep500_merged_output.csv,0.23885328487900823,0.06112213605810021,0.2558982435140542
bal_CSCOPULAGAN_ep200_merged_output.csv,0.4004010450048399,0.10228518190788091,0.2554568305550864
bal_CSCTGAN_ep500_merged_output.csv,0.26378655711988125,0.06759075361191483,0.2562327449506736
imbal_DCCOPULAGAN_ep300_merged_output.csv,0.30007466180614273,0.07654632700053639,0.25509093816787376
imbal_NoneCOPULAGAN_ep100_merged_output.csv,0.42081695188497265,0.10743235674142843,0.2552947457563314
imbal_DCCOPULAGAN_ep100_merged_output.csv,0.3130268313237342,0.07988155746341428,0.2551907679147169
bal_NoneCOPULAGAN_ep100_merged_output.csv,0.45926512499137373,0.11714639518789975,0.2550735703916122
bal_DCCTGAN_ep100_merged_output.csv,0.34428530870179935,0.0881050860782827,0.25590719049413285
imbal_DCCTGAN_ep200_merged_output.csv,0.3270901855757229,0.08347261351965372,0.25519754856823557
bal_NoneCOPULAGAN_ep200_merged_output.csv,0.4039426683478111,0.10302110548813434,0.25503892893886854
imbal_CSCTGAN_ep100_merged_output.csv,0.41886528056548233,0.10704809563250567,0.2555668865368529
bal_DCCTGAN_ep200_merged_output.csv,0.33375665456052406,0.08519721360424735,0.25526746040893555
bal_NoneCTGAN_ep100_merged_output.csv,0.4552697661570155,0.11625103968035248,0.2553453980958167
imbal_DCCOPULAGAN_ep200_merged_output.csv,0.34022725853035235,0.08682341722035916,0.2551924193123211
bal_DCCOPULAGAN_ep300_merged_output.csv,0.31778465166697334,0.08098049448656024,0.25482821168916875
bal_NoneCTGAN_ep400_merged_output.csv,0.3352761453392018,0.08546469505405335,0.25490836804863637
bal_NoneCTGAN_ep200_merged_output.csv,0.39391583648063927,0.10075508042139344,0.2557781919142149
